dictionary,dimension,pole,term,normalized_term,ngram_length,weight,match_type,corpus_match_count,negated_match_count,document_frequency,document_frequency_pct,company_frequency,company_frequency_pct,sector_frequency,sectors_hit,top_cooccurring_dimensions,pmi_own_dimension,pmi_best_other_dimension,best_other_dimension,distinctiveness_pmi_margin,example_snippets
mined,b01,negative,short sighted,short sighted,2,1.0,"word-boundary regex, hyphen/space flexible, case-insensitive",62,6,67,0.0334,20,38.46,2,Asset Management/Other; Financials,b02:32; b07:28; b08:26,4.189,1.589,b04,2.599,"contract was short sighted and rushed. great people and fellow contractors to work wit | highly skilled people are being let go. cutting people is a short sighted way to cut costs when the underlying issues remain. much is | ent has recently (in the last 2 years or so) been extremely short sighted in their decision making, overreacting to market turbulence"
mined,b01,negative,quick wins,quick wins,2,1.0,"word-boundary regex, hyphen/space flexible, case-insensitive",7,0,7,0.0035,6,11.54,2,Asset Management/Other; Financials,b02:6; b06:4; b05:3,4.189,2.013,b10,2.175,"ompensation. projects over bau they are eager to push with quick wins.  | mal decisions which often involve prioritizing self-serving quick wins (marketable to bosses or clients) over strategic initiative | . changes in management, changes in direction, statements, 'quick wins'. if you work in it, the technologies in most of the groups"
mined,b01,negative,chasing quarterly numbers,chasing quarterly numbers,3,1.0,"word-boundary regex, hyphen/space flexible, case-insensitive",0,0,0,0.0,0,0.0,0,,,,,,,
mined,b01,negative,short term focus,short term focus,3,1.0,"word-boundary regex, hyphen/space flexible, case-insensitive",4,0,4,0.002,3,5.77,2,Asset Management/Other; Financials,b06:4; b08:2; b12:1,4.189,2.708,b06,1.48,"verworked that you can use it), ability to work from home.. short term focus, lack of transparency from senior leadership. everything ru | t technology streams. no career growth management has very short term focus & memory appraisal & promotion process is absolutely biase | ers. will fire staff in a second to make financials better. short term focus for managers.. "
mined,b01,negative,no long term plan,no long term plan,4,1.0,"word-boundary regex, hyphen/space flexible, case-insensitive",3,1,4,0.002,4,7.69,1,Financials,b07:3; b09:2; b06:2,4.189,2.288,b09,1.901,"expanding graduate programme with no long-term plan. the investment teams are generally nice, with good access  | lot of opportunities.. no direction from senior management, no long term plan.  | ined global delivery on a grad scheme, very unorganised and no long term plan from top to bottom. very very bad salaries, no pay rise in "
mined,b01,negative,the short term,the short term,3,0.698,"word-boundary regex, hyphen/space flexible, case-insensitive",38,6,43,0.0214,15,28.85,2,Asset Management/Other; Financials,b07:29; b02:21; b06:17,4.189,1.37,b06,2.819,"continue to recommend partners group to my friends. not for the short term job hopper, a substantial proportion of remuneration is bac | associate. good company to work for the short term and compensates well.. no career progression offered althou | s to public shareholders. will bump short term economics in the short term but impact talent retention.. "
mined,b01,negative,quick progression,quick progression,2,0.614,"word-boundary regex, hyphen/space flexible, case-insensitive",7,1,8,0.004,7,13.46,2,Asset Management/Other; Financials,b02:3; b08:2; b07:2,4.189,1.136,b11,3.053,associate relationship manager. recognition and quick progression when working hard. positive work environment. strong base s | a cost centre and a life of constant cuts. quick progression and increased responsibility.  this is a great place if you | below average. diverse work place and also scope for quick progression due to people leaving as a regular occurrence for better mo
mined,b01,negative,short end,short end,2,0.604,"word-boundary regex, hyphen/space flexible, case-insensitive",10,0,10,0.005,9,17.31,2,Asset Management/Other; Financials,b02:5; b06:4; b07:3,4.189,1.417,b12,2.772,"ram gets the short end of the stick. benefits , 401k, stock , benefits. pay, work  | n new graduates, which leave the middle management with the short end of the straw..  | lling in total compensation, but staff are always given the short-end under some pretext or other. budgets management for program"
mined,b01,negative,short periods,short periods,2,0.58,"word-boundary regex, hyphen/space flexible, case-insensitive",5,0,5,0.0025,4,7.69,2,Asset Management/Other; Financials,b05:4; b02:4; b07:4,4.189,2.833,b05,1.355,"ing environment. fantastic corporate culture.. there can be short periods of inactivity but ameriprise offered many resources to lear | ce coverage), ability to work from other global offices for short periods (subject to manager approval). pay is not the most competit |  a highly competitive landscape. underperformance, even for short periods, can put your role at risk, regardless of past success.  2."
mined,b01,negative,short time,short time,2,0.577,"word-boundary regex, hyphen/space flexible, case-insensitive",150,10,159,0.0793,27,51.92,2,Asset Management/Other; Financials,b07:71; b02:56; b08:44,4.189,0.993,b11,3.196,"great place. learned a lot in a short time. long hours but worth it.  | chies + high flexibility. - not attractive for people with short time focus - no fix overtime compensation rules.  | . can be bureaucratic at times. since it expanded in such a short time and there are so many new people/roles, there can be a lot "
mined,b01,negative,short run,short run,2,0.568,"word-boundary regex, hyphen/space flexible, case-insensitive",8,0,7,0.0035,7,13.46,1,Financials,b02:4; b05:2; b12:2,4.189,1.932,b12,2.257,"positive team dynamics. limited career opportunities in the short run. some managers are not qualified for their roles..  | ass the calls we were hired for to another dept. long story short run!!!!! i didn’t heed the warning. oh and overtime is mandator | rk, only good for 4-5 years. decent pay, bonus prospects in short run. work life balance, too much expectation. "
mined,b01,negative,short,short,1,0.561,"word-boundary regex, hyphen/space flexible, case-insensitive",1659,125,1724,0.8596,45,86.54,2,Asset Management/Other; Financials,b07:754; b02:568; b08:536,4.189,1.139,b11,3.049,"great place. learned a lot in a short time. long hours but worth it.  | p in paris. - the people - the exposure. - 6 months is too short.  | heir own investigation was quickly swept under the rug.  in short, there’s a reason investigations keep popping up.. "
mined,b01,negative,the short time,the short time,3,0.558,"word-boundary regex, hyphen/space flexible, case-insensitive",10,3,13,0.0065,11,21.15,2,Asset Management/Other; Financials,b02:5; b07:5; b04:3,4.189,1.436,b11,2.753,"just my honest review on the short time ive been here at bjb. friendly colleagues  everyone is hel | . i am seriously reconsidering my employment status just in the short time that i have been with company. at first i did not believe t | ave to be fulfilled than almost anyone else in the world in the short time provied.. "
mined,b01,negative,short duration,short duration,2,0.552,"word-boundary regex, hyphen/space flexible, case-insensitive",14,2,16,0.008,9,17.31,2,Asset Management/Other; Financials,b07:8; b08:4; b02:4,4.189,0.885,b03,3.304,"g for a good pay hike and some fast tracked promotions in a short duration.. fast tracked promotions and opportunities. internal movem | good to work for short duration. company has exllent interior exllent cab facility nice c | or. good central location in london. no pay, feedback poor, short duration. "
mined,b01,negative,short period,short period,2,0.532,"word-boundary regex, hyphen/space flexible, case-insensitive",92,1,91,0.0454,26,50.0,2,Asset Management/Other; Financials,b07:50; b08:29; b04:24,4.189,1.148,b04,3.041,"aled no issues. - substantial turnover and leavers within a short period of time. remaining employees are told to ""rough it out"" and | the budget constraints. - you will earn a good salary for a short period of time - a few of their projects have latest technologies, | apable and pleasant people and learn a lot from them within short period of time.. depending on your team, you may work with really "
mined,b01,negative,always short,always short,2,0.531,"word-boundary regex, hyphen/space flexible, case-insensitive",17,2,19,0.0095,7,13.46,1,Financials,b02:7; b08:5; b07:5,4.189,1.052,b03,3.137,"r contract. i never received more then 2%, because they are always short on money. making employees to come 3+ days in the office, f | n different shifts.. 90% of times you need to do over time. always short of employee..  | self train to excel long/odd hours for global coordination. always short staffed. "
mined,b01,negative,a short time,a short time,3,0.525,"word-boundary regex, hyphen/space flexible, case-insensitive",67,0,67,0.0334,21,40.38,2,Asset Management/Other; Financials,b07:36; b02:21; b08:20,4.189,1.529,b11,2.659,"great place. learned a lot in a short time. long hours but worth it.  | ty. can be bureaucratic at times. since it expanded in such a short time and there are so many new people/roles, there can be a lot  | ife. disappointed in the changes new management can make in a short time, severely impacting the way the department has been running"
